Age,Education Score,Technical Questions Answered,Coding Test Score,Behavioural Questions Answered,Eye Contact Score,Confidence Score,Speech Speed (WPM),Filler Words Used,Interviewer Rating,Time Management Score,Round Score,Duration,Network Stability,Final Interview Performance Score
32,2,6,6,2,2.6053532587659687,4.55890841193623,115,28,8.360706750895265,9.972182967304198,6.688172875801928,56,2.791840779423331,8.043261107844113
37,8,2,28,7,1.2616424230955836,3.818856349631566,120,26,5.5913354241069095,2.651071610352064,7.535001334101732,46,4.1304011268974135,4.157194041465712
30,4,7,10,9,2.5019660606938383,2.3235566550992957,148,9,7.626158291204498,6.347276764808118,4.302652663064804,56,6.582113640650084,6.450854600383414
36,9,4,32,3,2.631873519329547,5.390660774731658,92,28,5.616073499669285,4.702371142713305,2.3250436696946526,40,5.903209767484886,8.213439433910505
35,5,8,5,1,4.489062352753548,2.1704300426002483,137,2,8.826454742272997,2.137477801651004,2.8592291459960273,39,2.1307914317108256,6.33451396298483
35,9,4,78,1,4.6209441221790035,8.519322127440947,129,18,4.624982499096099,1.2505951681967207,3.819398289225493,25,3.6075518536439315,10.044374941991883
39,4,8,31,0,8.868362235492139,4.333572876477758,109,2,9.732118099733892,6.6045905406355,6.724615783170031,37,3.1487659397742167,8.94514453878455
32,5,9,50,3,5.590987412489427,4.373232110036167,141,21,9.390904824059898,8.260818074102135,4.58452494180149,48,2.9218856904130726,12.590045080844302
43,9,3,74,9,7.510642890510576,5.266057856348403,104,13,7.674423575066069,8.578140953560697,1.0613322811011532,54,4.7002990283198836,11.830810332484997
40,8,8,57,8,1.9372362212825869,4.997149418491764,106,7,3.514742957584648,5.34442125769241,5.710664665607247,37,7.336283073324912,9.894077174548032
23,3,4,86,6,3.0289487991732447,9.953721757533893,130,26,2.1848822991393257,7.99709920464147,9.29362052716676,43,2.9570763899551236,10.295577404300397
25,1,9,25,9,7.326490968808091,5.908430090964723,157,22,8.692331050838778,7.055624201396903,8.308698499078112,45,4.300109917326832,8.621883071850313
39,3,8,97,6,1.475235644216753,1.793815334108836,136,29,2.4877205752416516,7.518290747492199,8.42690234133668,21,4.5182568415704605,6.954278120905916
27,4,2,45,6,5.379378960193778,6.46189607419237,126,3,8.68834710097602,5.433391046996327,8.155522158455181,54,9.788108764918691,11.190336837787449
41,2,3,97,7,6.3943206909664045,2.3642586358289197,118,26,5.416885060411244,6.700705662179144,3.913577430493813,47,9.59199721191162,9.318289342877051
29,1,8,28,0,6.419310796472329,1.2784388025820776,95,27,4.659011054272938,8.249733222184513,7.886744503789528,35,8.201238244768684,2.1838451265074856
27,7,9,3,9,1.2063953014123783,9.736679383095233,101,19,9.128717009509861,4.580957580013207,2.288452220300737,16,3.1749302873726664,13.239338998123314
38,8,5,80,9,3.8989720380626696,7.961850023811075,133,10,6.434658842862501,8.253810107808253,6.919445325483582,32,1.6123358268250272,13.60845948268879
24,7,1,98,7,6.728415859442387,9.820980931723902,100,25,6.18952606416746,6.3281515851015655,6.77411710016495,47,3.852137239485623,11.42019893881843
34,5,6,12,3,2.3409976253431912,5.3009060322001815,151,10,6.028893501619579,2.493109219337076,1.2301281918076121,51,3.4011509449044777,5.5889270092422745
38,1,1,38,3,7.258740834952479,5.790317780340785,95,26,4.3405256441757825,1.2221574150212615,8.091731202318385,48,5.553332201317545,5.996531390327962
29,7,1,14,3,7.713326879323071,2.515032603272172,138,29,8.070787931762144,4.264782403592369,9.129232945856176,34,7.999551190610138,5.8391978399336715
41,7,0,28,5,9.837722714015307,3.22216684000827,110,10,3.275185996141957,5.920266954667059,3.406737506248969,49,8.724906449909723,1.0944952505206986
22,9,2,28,6,2.888577953707685,8.546942934125454,121,1,9.450054640371475,8.558383169831394,8.311516517675358,32,8.603776768694576,13.807661950728502
40,3,5,74,5,8.426176008995036,4.205670824058347,153,29,9.045866845422648,2.147371121262216,1.741653746757534,38,4.237080051007609,8.392896967952225
35,9,7,31,0,5.682669192267887,8.44133476416777,111,16,4.037322931074083,8.201857129152213,6.399710724349594,22,7.185109091146146,6.861785254929239
27,1,8,1,7,4.3611633652975605,7.381123518583286,138,8,7.565173928484974,8.767081414605043,5.370821788008494,44,3.8155077777179804,8.396256729057024
32,1,6,46,9,2.1013908159266013,2.5945383274467897,113,27,6.159008750046323,2.356187383007504,5.913311799781,58,1.5481498891166443,11.39580451722293
28,4,3,77,6,7.619550458387838,5.5670172950776795,88,27,4.038843717993111,8.664348873737971,9.335846816959105,24,7.314087390426481,8.171350039545944
35,9,5,83,5,3.1227183922931836,7.096485893668452,90,1,9.896694831959021,9.923082110585128,8.841837225221681,37,1.0884479731280905,15.67691012882072
23,6,4,21,5,4.342798016857412,3.115334933234426,89,28,1.2271361126343778,7.541549479434138,8.065752915157812,25,4.682643287126397,4.123189665632047
34,3,7,74,4,1.562880042076316,8.476196594680692,96,23,3.27381427559158,8.062927136424893,3.463286119105339,16,3.9644134237186814,6.834902968436572
37,1,0,26,5,8.21230224237567,5.903448917906681,147,14,5.680666550000353,9.949737408029861,9.206367658174825,40,7.240397846669672,6.733946455815322
24,4,0,66,8,7.89929671574479,2.4871784539834287,127,15,5.697577031307075,6.449331254733508,1.8775692321748774,50,7.89620925484341,7.728096576862511
38,9,5,80,9,7.602542470380812,6.2468598354814215,131,24,6.300397674510077,3.770977438146245,8.67996294902909,47,3.7368517237415544,8.586330297678082
28,3,9,55,8,3.69499159442698,9.997424237403226,104,3,7.765085548206273,8.5377775066845,3.9534406511824702,27,8.304643130003683,13.190206188890658
24,9,1,91,9,2.5613206683936154,2.354693424970722,100,7,6.611300474673667,6.530371997604681,1.4839508049578503,54,3.645250844544404,9.851265783899759
22,7,4,92,7,6.737979380232067,8.350812371075753,144,8,6.402533144752333,6.230758813488609,7.0242128581667345,39,5.016937239879051,13.252898318163943
26,4,0,20,9,5.465497457018975,2.865781028688022,142,25,1.4816301662173896,3.2827199996263445,3.081519354843599,18,7.543166743127205,3.935641679991889
42,3,6,46,8,2.6042722021417744,8.041494965140785,130,25,4.3887725901036845,7.80700842624598,3.192140132781687,56,7.236282063023097,6.976178951769746
30,5,0,79,9,7.173201439448773,7.611201308092719,115,4,3.0885016573104043,1.7350054827408663,3.7544244960589435,33,9.8863162508098,11.322749183877487
24,5,3,58,7,9.920137886391734,3.704404470403891,145,15,3.388331004417779,9.318583637151951,1.5731629075226505,32,3.026449217943387,6.359870971020294
42,3,8,83,7,7.724976289678339,3.9324080580800485,94,12,5.989037269063104,3.9324111469343626,2.594144297784286,51,6.960861221856241,4.69849390845055
38,9,0,5,0,7.659877480170506,8.132692527666272,118,29,2.795547834366476,2.149971875109914,1.0462566482700426,44,6.487137174481997,3.381320535971956
32,4,3,18,9,9.552814776375325,5.153009606985814,149,6,3.6455419091520778,4.981298797921769,5.008685689952081,33,9.235886090410268,5.851253668926129
22,5,5,56,4,2.82642730817412,7.577362258406279,80,25,3.133762376656061,1.3822291833087985,1.7582983967617416,37,2.4072592748038755,7.923617367794989
30,4,5,68,3,6.0899496842929635,2.331857326292513,102,19,9.536526488963753,7.161635748384697,7.143873445397791,30,7.766183472282397,13.17090623378198
24,5,7,2,1,9.816820435304951,8.673020037113982,118,16,9.501991589539857,9.124349594008205,3.1206056607248356,15,6.114417546418915,12.339864076776749
34,7,0,0,7,2.487646998731571,7.397962450140872,136,2,6.489474027364466,8.535367064246579,9.492167296316595,26,3.4719928280911487,6.033697201417526
36,9,6,57,2,7.302267635000689,9.162485279513506,113,4,9.3207022185871,2.14632526103093,8.841264646587874,38,5.269914227324567,9.804222892296849
35,7,0,37,3,6.272291313747117,2.191351411314752,120,18,8.072313809215359,2.1364402339695867,3.6049680547138743,48,4.00398937362818,7.232926642291125
28,5,6,14,6,6.278311829698363,6.337130503245379,152,11,6.309530945216279,8.320910340918378,8.048939091910109,22,6.213820625096148,6.862331528297253
34,7,2,33,9,7.279035647680677,6.392085265362926,92,28,1.0579169034711615,9.318288471428044,8.229204141983256,32,9.001005497331994,6.302248950459295
43,5,7,60,8,9.366552305881157,4.181146664921042,149,26,7.952646574714636,5.146028468501402,9.879068027029694,19,6.123744859709818,8.750336335496575
28,3,2,34,1,8.043237458662041,5.12619782112332,85,6,7.322395074296219,5.490740052223893,6.380559881611164,40,6.685501764939256,7.772525953967192
41,7,0,63,2,1.50522493074589,1.3418340696086812,131,27,6.537282879541726,3.864358372471533,1.7376916117929597,44,5.668730624032385,3.744037561186931
36,2,7,24,3,8.6745521788814,7.712740347643108,82,8,7.843818805142245,9.048386064307726,6.821535060337428,27,1.4604895580092832,11.487311676300903
33,9,2,23,9,3.0298719693315936,5.943902314628566,142,27,5.616299482972892,6.804126147631203,6.624817735384317,33,3.0957270118848483,5.15272230300566
38,1,1,11,0,4.392227482627348,1.519669466822564,128,5,7.336749441892052,3.5942641945063163,6.745155196783886,43,5.428015564888745,5.652028436536263
35,6,0,17,6,5.15559532251144,7.12680303664437,155,28,9.41654878053844,3.6890458394882644,3.7643108329379036,17,3.792117553702343,4.540685389088793
41,7,2,14,1,5.328154006777627,5.201038695080691,126,25,4.382245142614776,9.020800657572421,8.737116265722996,40,2.635872379850748,5.458372779469263
44,8,1,79,4,4.916623593298211,1.310151334825,134,16,7.373096514105629,1.1227062151523932,9.635249646598707,54,5.537195577265945,6.051178226883172
33,9,1,26,0,9.43617964794278,9.72646954163286,143,15,5.281190362098629,3.9045391545397456,2.959412616803364,26,3.905288141030653,7.246388586072606
29,2,5,71,2,7.354171068976221,9.542009287804964,144,22,7.069596866325834,5.989210130947321,1.7933694232298,16,3.3229687885607326,12.322260586465418
35,2,0,59,1,6.680535813610357,5.616121745324778,146,2,7.866040019989277,2.333957158893922,2.7508152985163568,25,5.175868756963427,8.149340315840622
33,5,1,45,0,1.4485782500464741,1.843051786353192,94,20,1.4090725039221637,1.8288887877963083,8.38496925330147,58,2.1995583227395583,0.6530685409876043
21,5,5,88,6,9.135219972343371,7.7915909943873265,111,25,6.819403995537957,8.33748697981504,7.089801713378628,42,9.349711597678667,12.322385908037562
27,6,2,16,4,9.184511728075567,5.4273799009515615,147,3,3.040670659662501,9.049639497836566,6.7244260810521395,32,8.809318881273152,3.9309706089849294
29,3,3,92,0,8.02191757087092,3.722027304604419,97,9,7.030292840268101,8.412457787183705,4.6161382159848205,27,7.368585271664818,8.6724258861812
44,8,0,52,5,1.0632628343225723,5.422763597757011,122,4,5.214971673404321,9.08909100763613,6.200451743602922,51,1.955924448296106,7.750069351112544
21,1,7,7,4,1.5155222596986102,5.70199730864918,114,20,7.961974676783985,5.978007739525344,3.7708671274693066,36,7.982895290227237,9.31829336149362
32,6,6,78,2,3.027013320416408,6.064405291201052,157,21,2.110607336850368,8.310323088913076,5.294800714761651,26,8.271615952981172,7.469372561741042
28,4,6,26,6,2.18214467330416,4.971013422897939,137,29,6.636901164905756,4.456383745519904,8.137567255335902,16,7.9098815594290395,6.659993979852347
44,1,2,45,9,4.589524267333565,6.45179772825151,112,9,3.506236560347971,6.996410753311347,9.83117437709916,51,2.0256929840731703,9.2720121565937
31,7,9,49,8,9.303607522790108,9.268612395457396,93,11,8.676837957975323,9.89951978250248,9.392400312308217,21,6.795171613609883,12.582423447452351
39,9,9,70,8,5.2485439077729845,4.26041278388732,113,9,9.355451550726768,3.0315495145521467,9.404793485616239,40,8.508923161744587,13.266219245899997
37,4,2,2,8,1.1206236378894905,7.531448168979542,140,28,9.967584643111499,4.509097716619726,4.620013613624011,40,6.1961806109770095,9.215597763853305
28,4,1,92,1,3.544711206208858,9.050073011418089,83,12,8.16406662184555,5.32042639579077,5.219108924561119,38,6.8176663770528005,10.079645372248534
23,6,0,63,2,1.4013541753566539,5.103813481839432,138,10,7.783606633852041,2.2421393831804655,7.3507185673208335,26,5.1252713148367555,1.2847008478014006
23,3,6,43,6,1.3265886035215195,4.991102527437137,108,21,2.9395068298079594,1.729347494185511,9.299727352461558,30,5.758365878956473,4.669938163335544
21,6,6,52,4,3.48147867785997,6.419052868193016,85,15,4.024063530910979,8.46750579689462,2.277948334168762,37,1.309391725165527,10.1508531622789
25,7,1,23,1,3.480511048110509,6.322660834802393,128,7,5.191142875860516,9.791149355448276,3.738176774444762,54,6.750667197759562,5.453776942800666
30,3,6,59,2,8.084139423414436,8.259304080936493,119,7,7.960429430040247,4.642525574466928,2.2532216013469855,23,1.7330249160204327,9.992116396782695
27,7,7,2,9,9.773511875030007,5.288350454004634,144,26,9.234692785701718,1.7888485257518796,6.508076769635098,46,4.91513134906201,10.591303424391494
29,3,0,19,5,4.340863845009984,9.96510654675497,148,24,2.7022519002068615,1.5923058462151882,3.756708971987838,29,3.6338958790066704,5.051869276150443
27,2,8,45,6,4.859981909749347,1.5352441198055269,106,7,9.301307362030926,9.021863857242689,3.934970672613161,51,5.908851551905418,5.182027960230652
29,4,6,14,8,8.603104926574193,1.0285106372263155,159,12,7.2606218711865225,5.174328247549119,1.638243635391813,27,2.2007470197088637,3.9625083102832375
28,8,2,24,0,3.4132511808596204,6.761784804036615,85,26,6.496936576165347,3.8802458490615273,4.148164556268327,19,7.224790617759863,6.105931231396896
32,9,7,93,6,2.4074362396310316,3.68591421125689,92,1,2.7985714415374554,5.288151441154596,8.762468566614269,25,8.155103832356232,9.5321645807657
22,7,6,77,7,8.677806610632853,3.163441498295354,143,29,1.499725295282355,3.864736852231126,3.0976553070175146,24,2.4701900476884084,10.326016186323278
21,1,7,70,2,1.4185052779605893,3.807091720038524,141,29,6.116184086571459,5.40132197776858,7.256687195890591,27,1.9388177861669393,6.113914310827847
36,3,5,16,3,6.577294961794741,3.304428085944589,98,11,6.863641149960031,8.736007572261432,6.666655104447334,55,2.3096393450862323,5.625512857939274
43,9,8,83,9,6.057935627201261,1.2771104469440306,155,9,2.8970330441921943,6.330712339558861,8.771361475322038,29,8.894148057086515,7.478733768360174
43,1,4,99,5,4.113284027515249,9.743797381515298,159,11,6.008105852429107,7.251883955291579,2.1905915288593443,56,5.753703355807206,10.896521602816852
44,9,2,8,9,3.836705689876231,2.9867093960750357,122,10,8.708440624863162,4.282036086109029,9.798309643105389,21,5.2053489640675235,3.079251835248151
25,8,2,37,6,7.946719535634592,7.606267863303756,153,14,8.51559350909518,7.6465529065946685,6.24365781436329,54,1.9604063719211884,8.461420388091597
23,1,0,47,3,1.7778214968629182,7.863367552247578,99,15,9.346196625276674,6.999553763914351,9.95926737112133,42,6.846004060812656,8.37153333793143
32,6,7,59,7,3.1310587838024686,9.363316582065064,147,16,4.292972286011924,2.076057979768508,9.203632532792657,46,8.811996327055809,9.516628082473169
28,5,1,62,4,7.592038586542808,1.2749451138404198,123,25,3.8624461529582685,6.153785678040261,2.993655449017952,49,8.453672823911077,9.835772381455332
42,6,2,85,0,5.934885253537818,8.84843504602307,102,1,7.744834053827278,3.310691466787822,1.505458089129818,29,6.634492380827211,14.612921815045576
23,5,7,1,3,2.1518938768022773,5.745035627558202,81,17,4.880011645873045,8.236861026702336,3.300751844158254,50,1.6775084498650625,3.5889057923747356
21,6,7,87,2,8.939220528538542,6.692896989692451,101,11,1.7879379762500256,4.833439376202455,5.748072840994779,35,2.011573244584117,5.129092950956408
23,5,3,71,8,4.541030619072324,6.800232494089303,136,18,3.5452101760344976,9.952157486768385,2.54436730358671,20,1.443780883988422,8.563856174684709
25,5,3,10,7,8.450815377899556,8.378180244862548,151,25,4.767240569783402,1.832503941450674,2.5071377006618967,15,3.3173129484322237,7.268452115503322
35,4,4,63,0,8.08941713974938,4.000665899431994,86,22,3.632647829286268,8.023130764661428,5.163341923946378,18,2.2209532044433997,4.591232468753372
34,3,5,76,5,6.619829018245552,7.59746070873994,157,17,3.9898501385258944,7.063315601879408,1.2994117405242258,25,3.3404323622719048,7.865209902005449
23,3,4,80,8,5.450330181655836,5.757202987499774,135,29,3.643983155569517,7.907489475316349,2.0969927427904342,58,4.465522501470655,11.844897115268388
21,4,6,71,6,9.815957563435813,8.140546128748129,146,16,1.3734925046477149,3.767768159414107,4.742752054671528,40,9.48684505664022,8.608053454536499
25,9,1,20,3,2.304685651418353,9.9149142949312,95,29,6.7338523074199825,5.428490404441606,1.5681691828716982,51,6.493384538035229,7.572984147980667
43,2,6,17,0,7.526401547960033,2.805859156633851,130,5,6.375631783181223,8.168576677513375,4.5707955080997635,37,8.514764071146661,4.084039219349758
34,9,9,93,1,2.720716313183101,9.951837774039982,159,24,6.880451486308125,3.092871984587695,5.266056393536005,43,7.39316350641099,11.345922640603968
27,1,6,63,4,4.044367947991136,1.808309388544966,151,14,2.7307890643026473,3.034298771097869,5.06139952665803,35,2.0125281747396855,5.816568529814636
29,1,0,81,4,3.778288690358757,1.0208579311433248,91,2,3.6608908745123676,5.959458579654392,8.822573716627787,59,7.62328365736554,5.547696120577244
35,5,6,94,7,9.523323889648507,1.3974574256004813,132,5,6.5765433425043005,5.712072215768702,5.770562095465592,59,3.4758899340321197,13.362787776690102
35,6,4,37,5,9.706205600094476,4.076041642630855,154,2,6.396648116139293,3.5403622337163956,5.21182416230239,41,6.751970622952357,5.5243382799883936
30,6,2,31,7,2.6471389981125446,6.696156976105907,84,29,5.55697278418841,3.682680854723405,4.6963832085249955,53,4.068657762786897,6.99646375734097
33,3,2,10,1,1.1983164426775377,1.6212658679906466,106,28,4.153719250091777,3.5006064688590897,8.358610404740375,54,9.979050369381932,1.257455793720661
39,7,3,44,2,7.480072356968018,1.0509923307661055,91,0,9.216379042972209,7.943608557986389,9.055509435998498,27,3.3719633154710005,8.779505516187266
27,9,1,88,5,4.761909404834359,9.433819256129153,96,29,4.057932180689594,6.867107790062145,8.679182222774058,37,3.512174236968427,8.396356325161303
37,8,1,32,9,1.7995622057880793,8.397339723459368,85,12,5.100572407935264,8.491754650692275,7.0619192031825175,30,9.376050300061586,9.473773224628603
40,6,0,40,2,7.153786950193383,8.28264854025128,84,27,7.103024478587878,9.779257254826197,2.236255713718068,44,1.221799641726904,5.21197785202557
24,8,4,7,5,5.905949754346297,8.959818479517793,136,20,5.887192877800877,5.267478666447878,3.4918297254281105,18,7.270200890858772,9.098524053760942
25,5,3,10,5,9.824651398009955,7.300308454948939,107,25,4.121973787279471,1.6002449326490398,1.414567573137797,54,7.527937516622903,5.613741801848622
43,8,9,85,1,3.0466854627524103,1.9396371677327329,157,13,4.920803114108589,1.432830793708319,9.377416674911027,30,8.527407196693595,5.797875884208249
27,4,1,50,6,4.635800886938934,4.591901692663507,148,12,8.150327360681555,3.6609853534445724,6.947186767218193,45,9.769953795746279,9.761712452571214
33,8,2,87,1,5.882912230558806,7.508345378181666,138,26,3.503162399379512,9.392901304172058,7.717265958819174,56,9.780417272409872,7.494360309226883
35,2,6,40,5,8.125299896080165,3.523010147123688,112,3,2.2802971579913387,5.708917494737874,3.8041456562400606,39,1.587490818098175,3.4158760446625696
31,5,6,16,0,5.939547910480528,7.186657277226138,141,6,3.818468816467994,3.4460786447211627,8.610881700496082,58,8.396553904776123,6.642275668320833
24,9,3,75,2,6.516101447757543,1.220486034408871,129,21,8.645807939391112,4.592501150599176,3.3364295533763064,26,6.816789402916432,10.189270561410261
33,4,4,45,1,3.035323464309467,3.755236067916339,98,9,1.80090743370712,6.387355966642037,1.0147938140120472,40,6.826079209357821,7.514737621008958
27,6,4,31,6,8.622268552797038,5.9421730264945545,148,6,9.925264660352067,6.87654692324058,4.3877346626862455,51,2.155149339532253,9.108280862169366
39,1,5,78,3,4.857674922734281,6.68880846555618,145,20,5.869026090348963,2.385275588046145,6.136853328631661,47,6.85168449801088,9.630656578731344
42,9,8,79,7,2.2686366476959234,6.193365980157197,126,14,9.863611695703845,9.793285088906584,5.3083437216897025,42,9.84234322541123,12.381390822684113
22,1,1,53,5,6.977691230548756,7.279806484660865,118,14,9.450967798773798,5.9029500428451,8.758685283189372,23,9.206367125855023,12.791703451105361
30,5,4,85,9,2.9448140786677675,1.0547987341585516,147,3,5.075323427898251,2.2211948601305136,1.9486475736055024,26,4.952175947243655,7.720073234527009
33,4,2,91,3,1.8780625921536975,1.9084707997976933,112,22,2.786419671448142,9.042717280115204,5.98441096570353,19,1.359531759574849,5.395596463324851
41,3,3,19,4,8.75788217563845,8.820498270512307,92,22,2.483962989086246,1.6717458797148592,5.616814148388167,42,4.260641410001844,4.096082275452423
26,6,9,32,8,5.141460380395957,7.135737796811451,133,5,3.1599042748296178,9.169618898597614,3.532536839549467,49,8.437512804404996,5.770528040789106
32,2,5,73,6,7.743553414261988,2.0163847841741016,86,23,7.3911937650808355,9.969090906600842,8.400053013193094,19,7.313491913186494,9.531322644814926
32,3,7,39,9,3.6152880382571957,8.578669936587213,158,19,3.4565499525833907,7.303886192408535,7.775637902939857,48,5.134092900345608,11.720346429390414
40,5,0,31,8,8.082731214258997,3.180080960421102,93,25,4.072827426438685,7.934024989665908,7.595732685986479,48,1.4959138164294798,4.894459463097583
31,9,9,96,6,2.007423343193773,5.304338957757011,98,4,5.039009235951533,4.035725528207378,8.885732304426003,27,4.842052550409724,9.643854472940827
43,2,7,1,0,4.203760364153674,2.3067686159619427,133,19,9.219094123793107,9.474191674605404,7.505061405593691,53,5.221224457460951,5.673763675185331
27,8,6,96,7,9.802556361761757,7.39099050779536,99,11,2.704540760963615,5.767425694975309,3.086571625432538,56,9.356999796047223,12.307605450445541
21,2,0,32,3,8.145907447312055,7.0016897891284104,108,0,1.0452389734882281,7.591496019377994,7.3500644048472195,59,6.769774932239435,5.220466995991876
21,5,1,76,2,5.475303372832194,2.9000122404952258,103,27,1.5408676934035315,9.316969443201515,3.7693253205085946,28,3.80487624989184,7.8909517507015545
40,7,2,29,6,4.057997244056966,8.770606901713016,142,7,9.142897075121061,9.776619783779575,3.179571853127235,25,5.727864380056492,7.769416836392984
33,8,0,32,2,8.849221300202288,4.61175421797741,153,0,6.827648183590268,8.498839209370068,1.657032336096646,56,1.5944977703994407,6.425568395824834
29,1,8,76,7,5.903629831760641,3.6326358196366764,136,4,3.457365573950261,3.7271575628382703,7.69625722312909,52,9.75311412084763,10.255075768333096
23,6,7,25,5,7.825825160822,2.370966305180819,87,21,2.59473250910072,9.698927648968741,7.3990086575483005,18,4.240539117376534,5.9176929165123875
27,1,1,21,4,7.786969122845476,3.395512112639837,141,5,3.648400629734029,6.653075781192146,3.1104952990668435,47,5.3008061942182225,5.151166982566433
26,2,8,65,3,1.1615111071164264,1.198242291014353,108,28,2.033172345261521,9.375782287167638,7.744411150517403,21,4.197555768132304,2.7820528914062597
28,1,6,37,7,2.136284045133521,6.24931743210504,153,20,9.47379619255997,7.084945232329167,9.260567947841977,55,7.142605571045801,14.003964919581513
29,5,8,89,7,6.93666429755268,8.580076717095531,96,2,8.057855569287401,3.7651506566294843,1.9722606174242134,22,6.960089424966338,13.368891842506688
25,9,5,45,0,2.454578301572843,5.940824044974776,145,14,5.161520592212867,4.330220717285344,3.0937297454809745,51,7.43790079476222,6.862848317704177
21,6,5,14,8,3.2994401019004425,2.9734656573148817,85,4,8.784663446036816,5.954245993926464,7.75234714678584,24,3.4132890665072875,9.069371272145197
39,1,3,97,4,9.519741587796464,1.3030226039248545,137,27,3.2451238386390906,8.110133574038938,3.4705600615637042,57,3.841016330476594,6.267919750113679
30,1,9,43,3,6.041640325374207,2.9316526593292256,148,23,7.4540851162497415,3.8618429620630144,6.621975768553451,29,2.1272610798658715,7.979146718577636
32,2,9,48,5,7.756565562994124,4.74509285263983,107,13,8.705192491123691,6.217580495207729,1.7304780201734307,52,6.899589746615013,8.876880933234249
